Name,Positives,Negatives,latitude,longitude,x,y,id
Saint Louis d'Antin Church - Space Bernanos,"Saint Louis d'Antin Church is a small yet stunning church located near Saint Lazare Station. It is renowned for its beautiful architecture and peaceful atmosphere, offering a rich spiritual experience with multiple masses and continuous confession availability. The adjacent Bernanos Space provides a large conference room and entertainment facilities, hosting cultural events like poetry shows. Visitors appreciate the calming and rejuvenating ambiance.","Some visitors expressed dissatisfaction with the paid toilets at the Bernanos Space, noting the charge as unusual.",48.8744641,2.327073,650642.3534037812,6864037.020516696,149
Belleville Reformed Church - United Protestant Church of France,"The Belleville Reformed Church is known for its warm, welcoming atmosphere, inviting both believers and non-believers with open arms. Visitors appreciate the pastor's genuine care, the friendly congregation, and the diverse activities including soulful preaching, songs, community meals, and dedicated programs for children. The church is noted for its solemn elegance and spiritual depth, providing a calm and awe-inspiring experience. The environment is often described as family-like, with a strong emphasis on community and spirituality.","Some visitors have expressed concerns about the noise level during Sunday worship, particularly the loudness of drums, electric guitars, and singers, which can be disruptive to the surrounding neighborhood.",48.8727609,2.3820644,654674.2779249266,6863814.666662477,150
"Church of Notre-Dame de la Salette, Paris","The Church of Notre-Dame de la Salette, built in 1965 in the 15th arrondissement, features a unique modern and circular design with a luminous dome promoting meditation. It offers excellent acoustics for concerts and celebrations, inclusive services with dynamic community engagement, and hosts a choir with impressive performances. The intergenerational parish welcomes all, and its architecture is admired for its sobriety and calm, contrasting with traditional Paris churches. Its stained glass and mosaics add to the serene ambience.","Complaints mention the continuous ringing of the bell disturbing neighbors and issues with event organization communication, particularly regarding calendar sales. A few visitors found the main church soulless compared to the charming adjoining chapel.",48.8336938,2.3004894,648652.3973416049,6859520.699544369,151
Paris Centre Church,"Paris Centre Church is renowned for its tangible and profound presence of God, evoking a deep spiritual experience. Visitors highlight the welcoming atmosphere, with a community described as warm, friendly, and loving. Worship sessions feature excellent music and engaging sermons, often bilingual. The church emphasizes family and community, making it a home-like sanctuary for many. Past visitors commend the leadership and diverse congregation, enhancing the communal worship experience.",,48.8248774,2.3759204,654181.5427152441,6858494.007905844,152
Armenian Cathedral of St. John the Baptist,"The Armenian Cathedral of St. John the Baptist is a beautiful, historic church located in the 8th arrondissement of Paris. It serves as a key gathering place for the Armenian community, featuring exceptional architecture and a peaceful atmosphere. Visitors can enjoy Armenian Masses and the cathedral's unique blend of Armenian and Western art. The church is significant for its cultural and religious impact, with special services during Easter and other festivities.","Visitors reported issues with the enforcement of a strict dress code, particularly regarding shorts, and inconsistent opening hours, with some being turned away before the posted closing time.",48.8658333,2.3069444,649157.580961215,6863090.113922406,153
Saint George's Anglican Church,"Saint George's Anglican Church offers a welcoming and inclusive atmosphere with a diverse congregation. The choir is highly praised, delivering beautiful, divine performances. Services are available in English, making it accessible for international visitors. The church is noted for its strong sense of community and friendly gatherings after services. Located near iconic landmarks, it also hosts events like a Christmas market, adding to its charm.","Some visitors found the building initially underwhelming. Additionally, the absence of female priests was noted as a regrettable aspect by some patrons.",48.8707095,2.2961307,648369.1441845817,6863639.32426925,154
Cathédrale de la Sainte-Trinité,"The Cathédrale de la Sainte-Trinité, located near Pont de l'Alma with golden onion domes, blends distinct Orthodox architecture within the Parisian landscape. It offers incredible views with the Eiffel Tower as a backdrop. Highlighting Russian culture, it hosts cultural activities and exhibitions. The cathedral features beautiful icons and a welcoming atmosphere, making it a unique addition to the city.","Visitors mention frequent closures and confusion due to a lack of guidance and signage. The exterior is more captivating than the interior, and the lack of a proper bus stop setup has been noted. Some dissatisfaction with its political associations has been expressed.",48.8619251,2.3010086,648718.2963007236,6862659.394058851,155
Church of Sainte-Marie des Batignolles,"This neoclassical 19th-century church, resembling a Greek temple, is nestled in the charming Batignolles district. Notable for its serene atmosphere, it features beautifully maintained stained glass windows, exquisite acoustics suitable for concerts, and a dynamic parish community. The church's pulpit and organ are of particular interest, and the locale offers picturesque views, enhancing its appeal for events like weddings. Cultural significance is highlighted by its appearance in cinematic history and its proximity to scenic spots.","Some visitors noted disturbances during worship, such as noisy children and less traditional, modern activities that detract from spiritual experiences. Additionally, some felt the need for quieter environments for prayer.",48.8867536,2.3179942,649988.2637282388,6865409.243572105,156
St. ,"The church, built between 1894 and 1912, showcases a neo-Byzantine style with remarkable stained glass windows from 1937 and large mosaics. Its calm atmosphere and historic charm are complemented by breathtaking interior details, like the monumental organ and white columns. Weekly tours and events like Christmas masses and rosaries enrich the experience.","The church is under renovation, which may restrict accessibility and diminish the tourist experience. Visitors also noted aggressive behavior from homeless individuals outside the church, although this doesn't detract from the church's beauty and historical significance.",48.8494884,2.2672089,646225.8077541484,6861299.037411292,157
Bible Baptist Church Paris,"Bible Baptist Church Paris offers a welcoming and friendly atmosphere with a strong sense of community. Visitors appreciate the warm, fraternal environment and the excellent preaching of the pastor. The church provides a cozy and enriching setting to listen to the Word of God and is praised for its focus on Bible teachings. It leaves a lasting impact on attendees, fostering a deep connection and spiritual growth.",,48.8381579,2.3145725,649690.4503130678,6860007.991542107,158
Church of Notre-Dame of Clignancourt,"The Church of Notre-Dame of Clignancourt, located in the 18th arrondissement of Paris, offers a serene and peaceful atmosphere amidst a bustling neighborhood. A beautiful 19th-century structure with Tuscan art influence, it features stunning stained glass windows and numerous devotional statues. The church is a vibrant community hub, hosting masses, liturgical chants, and prayer services. It is opposite the town hall and easily accessible via public transport. Visitors praise the charm, historical significance, and spiritual experience it offers.","Some visitors noted cleanliness issues, such as dust and worn fixtures. The facade is obscured by a nearby carousel, diminishing the aesthetic appeal. External noise and presence of homeless individuals were mentioned. Limited resources for maintenance were also highlighted.",48.8929814,2.3449484,651970.5237630191,6866085.006528966,159
Church of Our Lady,"The Church of Our Lady, recently renovated with taste, offers a dynamic and engaging atmosphere with colorful, multilingual services. Known for its beautiful organ and serene, welcoming environment, the church is also suited for classical music concerts. Visitors appreciate the peaceful and rejuvenating atmosphere, as well as the active involvement of the parish team in the community.","Complaints include poor acoustics despite spaciousness, and mass not always being held there. A negative experience detailed a lack of empathy from a priest during a funeral service, highlighting potential concerns about staff behavior.",48.8442461,2.3971817,655758.9079213967,6860635.478584426,160
Sisters of the Community of the Blessed Sacrament,"The chapel is a stunning and serene place for reflection, featuring Gothic architecture, exquisite stained glass, and a cozy atmosphere. It's a sanctuary for permanent adoration and prayer, offering daily masses, with vibrant and welcoming priests. Activities include worship sessions, contemplation, and a variety of groups for youth engagement. Visitors appreciate the beauty and peacefulness, describing it as a haven from the bustling city.","Some visitors note that the chapel can become crowded, necessitating early arrival for good seating, especially when attending with family.",48.8620576,2.2800365,647179.8485453622,6862687.951383197,161
German Protestant Church,"The German Protestant Church features stunning exterior architecture that leaves visitors speechless. It offers excellent acoustics for concerts and a magnificent Kleuker organ. The church hosts a variety of activities, including services and a German toddler group. Visitors appreciate the welcoming atmosphere, quality musical moments, and opportunities for social exchange after services. It serves as a charming place with perfect silence, making it ideal for classical and baroque concerts.","Visitors have complained about the uncomfortable seats and the behavior of some staff, particularly during ticket transactions. Some also mentioned that events started late, accompanied by long and unneeded speeches.",48.879515,2.331304,650957.4363258616,6864596.00923373,162
Municipality of Paris,"Paris is lauded for its charm and cultural richness, encapsulating an atmosphere that earns it five stars. The city offers a blend of historic significance and vibrant neighborhoods, admired for their beauty and allure.","Reviews highlight issues such as mislabeling on maps, confusion with unrelated brands, dissatisfaction with perceived political changes, and grievances over missing iconic art like the Mona Lisa. Some express disappointment over historical landmarks being labeled as nonexistent.",48.8575475,2.3513765,652409.466897741,6862141.109201814,163
Paris City Hall,"Paris City Hall is a striking architectural marvel, often described as majestic and magnificent. It serves as a central hub in Paris, hosting significant events like the Olympics. The iconic building is a visual landmark in the city, admired for its grandeur and vibrancy. Despite service complaints, the structure remains an impressive sight, drawing visitors for its aesthetic appeal.","Visitors have expressed frustration with safety concerns and poor urban management, such as cluttered streets, increased crime, and traffic issues. Parking costs are notably high, and ongoing construction hinders accessibility, resulting in a less welcoming experience.",48.8564826,2.3524135,652484.5804165984,6862022.077071333,164
Courtyard of the City Hall,"The Courtyard of the City Hall in Paris boasts a mix of historical and modern elements, hosting events like the 2024 Paris Olympics fan zone and festive holiday markets. The stunning architecture of the city hall and the lively square offer activities, including children's carousels, Christmas decorations, and cultural events. The area is conveniently located near Notre Dame and metro stops, serving as a vivid hub for visitors to explore Parisian culture and heritage.","One review mentions the presence of rats around the plants, indicating a potential need for pest control.",48.8564826,2.3524135,652484.5804165984,6862022.077071333,165
Town Hall of the 4th arrondissement of Paris,"The Town Hall is appreciated for its dynamic and resident-friendly atmosphere, featuring post-Haussmann architecture and hosting exhibitions and performances in its beautiful interior courtyard. It provides a space with a kitchen to welcome refugees for monthly meals and is home to associations offering various activities. The area has a vibrant feel, contributing positively to the community.","Visitors express dissatisfaction with the civil status services, lack of quick responses for pressing needs, and long wait times for assistance. Concerns about cleanliness and the presence of homeless individuals in the vicinity were also noted.",48.8562173,2.3557429,652728.6226434881,6861990.579716672,166
Town Hall of the 1st Arrondissement of Paris,"The Town Hall is a beautiful historic building located near the Louvre and the Saint-Germain-l'Auxerrois church. It boasts impressive architecture by Jacques Hittorff. Visitors can enjoy a remarkable view from the terrace that overlooks the bell tower and the Louvre. It serves as a cultural hub with activities dedicated to youth and recent migrants, offering French classes and other support services.","Common complaints include poor administrative service, rude staff, and inefficient document processing. There's dissatisfaction with the cleanliness of the surroundings, issues with pedestrian crossings and traffic management, and limited municipal services since it's focused on youth activities. Waste management and the layout of cycling paths are also areas of concern.",48.860046,2.341252,651668.9511147855,6862425.070465444,167
Town Hall of the 2nd arrondissement of Paris,"The town hall is set near a charming children's square, providing a quaint and local Parisian atmosphere. Located in the 2nd arrondissement, it offers proximity to central Paris's attractions and a glimpse into local governance, housed in a building typical of Parisian architecture.","Visitors report an unpleasant atmosphere due to issues with public cleanliness and nuisances such as frequent drinking. Criticisms include unfriendly staff, inadequate service, and poor communication. Appointments are reported as poorly managed, with long waiting times and unresponsive service.",48.8667885,2.3405312,651622.3301474887,6863175.222732331,168
Mairie de Paris Centre,"Mairie de Paris Centre is a beautiful building with stunning architecture from the empire era, featuring large rooms and elegant columns. The town hall is praised for efficient administrative services like passport and identity card processing, often with minimal waiting times. Some visitors appreciate the courteous and friendly staff and the town hall's suitability for wedding ceremonies.","Some visitors report unfriendly and inefficient staff, problems with obtaining appointments, incorrect fines, and dissatisfaction with parking and pet policies. Issues with customer service and staff behavior, including inconsistency in appointment handling, are noted.",48.8639066,2.3617886,653179.1174600561,6862841.963960431,169
Mairie du 10e arrondissement,"The Mairie du 10e arrondissement is a stunning historical building that exudes old-world charm, reminiscent of the Vienna Rathaus. Visitors appreciate its well-preserved architecture and the accommodating and welcoming staff. The town hall hosts a variety of cultural events, such as Les Rencontres Photographiques du 10eme, and facilitates efficient administrative services, including a well-organized vaccination process. The building is also decorated with works by urban artists, adding to its visual appeal.","Some visitors report dissatisfaction with the reception and administrative staff's professionalism and demeanor. Complaints include unfriendly interactions and inefficient service. Issues with district management are also noted, including unaddressed street cleanliness and public disturbances, which some feel the town hall neglects.",48.87174419999999,2.357828,652895.6513075402,6863715.801735888,170
Palais de Justice de Paris,"The Palais de Justice is an architectural and historical masterpiece, showcasing centuries of French history and judicial evolution. It's located on the picturesque Île de la Cité. The building features stunning gates and is part of the ancient Palais de la Cité. Visitors can enter some courts at specific times and enjoy guided tours. Its proximity to Sainte-Chapelle and Notre-Dame adds to the appeal, with the exterior and neighborhood being particularly charming.",Some visitors noted limited activities inside and a lack of clear distinction from nearby Sainte-Chapelle. The lack of security and limited access to certain areas can be a concern.,48.8557234,2.3451467,651950.7049361429,6861942.058065867,171
Town Hall of the 7th Arrondissement of Paris,"The Town Hall of the 7th Arrondissement is described as a beautiful and calm location, housing a lovely garden and providing excellent civic services. It's an ideal venue for weddings and cultural events, often exhibiting photography and art. It boasts friendly, helpful administrative staff, minimal wait times, and efficient processing of documents. The atmosphere is described as warm and welcoming, with its heritage and cultural offerings appreciated by many visitors.","Visitors reported some dissatisfaction with customer service, citing occasional rudeness and inefficiency in certain departments, especially regarding passport processing. Others noted issues with communication, accessibility for wheelchairs, and dissatisfaction with administrative complexity. Complaints about infrastructure issues around the arrondissement, such as urban planning and event cancellations, were also mentioned.",48.8568128,2.3202131,650122.3107921868,6862078.650520608,172
Mairie du 11e arrondissement de Paris,"The town hall of the 11th arrondissement is noted for its beautiful architecture, built during the era of Napoleon III. It serves as an administrative center and is located in a vibrant neighborhood rich in Parisian life, surrounded by trendy bars, restaurants, and historical landmarks such as La Bastille. The town hall hosts various activities and provides green spaces for relaxation. The atmosphere is dynamic, characterized by a young, trendy population, and the district offers numerous cultural and nightlife options.","Visitors report several management issues, including poor customer service, inefficient administrative processes, and unhelpful staff, with complaints of rudeness and incompetence. The public services have been criticized for lack of communication, mismanagement, and extended wait times. Some reviews also mention dissatisfaction with maintenance of public areas around the town hall, such as parks and green spaces, and there are concerns about high taxes and limited visibility of metro stations.",48.8586413,2.3791838,654450.6457715359,6862246.330544736,173
Town Hall of the 13th Arrondissement of Paris,"The Town Hall of the 13th Arrondissement of Paris is situated in a vibrant area known for a mix of old and new architecture, street art, and cultural hubs. It serves as a central point for events, such as the Lunar New Year parade, and community activities. The building is beautifully maintained with decorations and art. Services, when not busy, are described as efficient and welcoming, with helpful staff. The area is home to China's vibrant culture, making it an exciting destination with plenty to explore, such as local eateries and hidden streets.","Visitors often note challenges with scheduling and appointment times, expressing dissatisfaction with the demeanor and helpfulness of some staff members. Issues such as slow responses, accessibility problems for individuals with disabilities, and confusion during events like the Lunar New Year parade are highlighted. Traffic congestion and insufficient parking were also mentioned as drawbacks around the Town Hall.",48.832396,2.3555112,652690.0033777426,6859342.026142031,174
Le Mur des justes,"Le Mur des justes is a deeply moving tribute located at the Shoah Memorial, celebrating those who protected Jews during WWII. Inaugurated in 2006, it features plaques honoring 'the Just' of France and offers an emotional journey filled with reverence and respect. Visitors can also explore an outdoor exhibition on global genocides, fostering reflection and historical awareness. It's often compared to Paris' own Yad Vashem, providing a profound experience of silence and introspection.",,48.8550258,2.3560402,652749.3556228997,6861857.917441035,175
Place Saint-Michel,"Place Saint-Michel is a lively and historic square in Paris, known for the stunning Fontaine Saint-Michel, featuring a statue of archangel Michael. Surrounded by cafes, bookshops, and vibrant streets, it offers a quintessential Parisian ambiance. It is perfectly located for exploring nearby attractions like the Latin Quarter, Notre-Dame, and the Seine. The square is a popular spot for street performers and musicians, enhancing its energetic vibe, with many tours starting from here.","The area is often crowded, posing a risk for pickpockets, especially from groups of young girls or children. Traffic and hurried cars can detract from the ambiance.",48.8535025,2.343778,651848.2277764104,6861695.947765114,176
Place des Victoires,"Place des Victoires is a historic square in central Paris, celebrated for its classical architecture and the equestrian statue of Louis XIV at its center. The square is known for its elegant, circular design and luxury surrounding buildings. It serves as a peaceful, contemplative space, offering stunning views and a sense of historical grandeur. Visitors appreciate its proximity to major attractions and the area's rich past, making it ideal for a leisurely stroll or shopping. The square is one of Paris's five royal squares, showcasing the architectural innovation of the Louis XIV era.","Reviews mention that Place des Victoires is essentially a giant roundabout, with limited activity options. Some visitors find it underwhelming compared to more famous Parisian squares, like Place Vendôme or Place de la Concorde. Additionally, it was described as mostly deserted and less of a vibrant tourist spot. The equestrian statue and some architecture do not perfectly harmonize due to modifications after the French Revolution, potentially detracting from its original grandeur.",48.8658217,2.340953,651652.3748058513,6863067.463856252,177
Enceinte de Philippe Auguste,"The Enceinte de Philippe Auguste, a medieval wall built at the end of the 12th century, is a well-preserved historical landmark in Paris. Visitors can explore remains of the wall, which once surrounded 253 hectares with a height of 9 meters and 77 towers. The site, set in the vibrant Marais district, blends history with modern activities, with parts repurposed into a basketball court. Informational plaques provide historical context, offering a unique glimpse into Paris's past defenses and architecture.","Some visitors expected the wall to be thicker than its actual 3 meters, and parts of the site are little known despite its historical significance.",48.84592730000001,2.3500559,652301.939328207,6860849.8470593495,178
Jim Morrison's Last Residence,"A significant piece of rock history, it's known as the last residence of Jim Morrison, iconic singer from The Doors. Visitors are moved by the connection to Morrison and the building itself is described as beautiful. The presence of graffiti and a likeness on the door add to the atmosphere, making it a unique experience for fans.","Disappointment stems from misinformation about Morrison's death location and the lack of interactive elements. The music box no longer works and there's minimal signage or information about Morrison's life, leaving some visitors expecting more from the experience.",48.8533363,2.3638945,653324.140114674,6861665.388668446,179
Jacques De Molay (Knight Templar) Memorial,"The memorial is located in a tranquil spot with nice views of the Seine from Île de la Cité. Visitors find it historically significant, especially those interested in Templar history, offering a sense of reverence and reflection for those familiar with Jacques De Molay’s story. The area is a peaceful retreat enhanced by its rich historical context.","The memorial, a small and somewhat hidden plaque, is difficult to find and does little to honor De Molay's legacy, detracting from the site's significance. Visitors expect more prominent recognition given his historical importance.",48.8572096,2.3407948,651632.7750410099,6862109.967281636,180
Statue of Louis XIV,"The Statue of Louis XIV, located in the picturesque Place des Victoires in Paris, is surrounded by grand architecture and a trendy shopping area. The beautifully maintained equestrian monument depicts the Sun King with grandeur and authority. The area is accessible and offers a historical and cultural experience with nearby attractions like the Montorgueuil neighborhood and a famous bakery. Its unique bronze statue acts as a notable landmark and reference point in the heart of the city, making it a charming spot for visitors.","Some visitors find the statue's location in the middle of a roundabout to be a drawback, as it somewhat detracts from the overall experience. The relentless traffic circling the statue can be an issue, and there are occasional comments about the disproportionate sizing of King Louis XIV in relation to his horse.",48.8657591,2.341196,651670.14277341,6863060.35447486,181
Monument to Taras Shevchenko,"The Monument to Taras Shevchenko is a serene and picturesque attraction in Paris, surrounded by lush greenery, offering a peaceful atmosphere. Visitors describe it as a beautiful tribute to the Ukrainian poet, characterized by its striking craftsmanship and detail, which evokes reverence and reflection. The monument serves as a cultural gathering point, fostering unity and pride among visitors appreciating Ukrainian history and literature.","The primary area of dissatisfaction is that the monument's square is currently closed for renovation, preventing close access to visitors.",48.854712,2.3307681,650894.7594308031,6861838.445155663,182
Monument à la République,"The Monument à la République is a vibrant and lively plaza situated in the Place de la République, featuring the majestic statue of Marianne, an allegory of France. The square hosts a mix of locals and tourists enjoying cafés, shops, and diverse cultural activities, including skateboarding and classes. The bronze and marble structure, adorned with bas-reliefs of historical events, provides a vivid space for gatherings and protests, embodying liberty, equality, and fraternity.","Some visitors report safety concerns due to the heavy police presence and frequent protests. The area can be very crowded and noisy, especially on weekends, with insufficient seating for relaxation. Instances of vandalism affecting the monument's appearance are also noted.",48.8675045,2.3638611,653334.3812983393,6863240.795907155,183
Remains of the Bastille,"The Remains of the Bastille are nestled in Square Henri Galli, a small park in Paris’s 4th district. Visitors can touch a piece of France's history, with the reconstructed stones from the Fortress of Bastille offering a tangible connection to an iconic past. The setting is quiet and pleasant, with green vegetation and wildlife. Ideal for history enthusiasts, the site offers a rare glimpse into the French Revolution era, alongside a playground for children.","Many visitors feel the site is neglected, with complaints about the lack of maintenance, prominent graffiti, and inadequate historical information. The remains are not well-highlighted, often making them easy to miss. The presence of litter, graffiti, and a lack of informational signs diminish the attraction's impact. Some express disappointment with the small number of stones, the playground atmosphere, and the historical significance not being sufficiently emphasized.",48.85109569999999,2.361728,653163.1572647442,6861417.537073546,184
Mètre Étalon,"The Mètre Étalon is one of only two remaining master meters in Paris, with this particular one still in its original location. Located near the entrance to the Palais du Luxembourg, it serves as a fascinating historic landmark and a tribute to the metric system's origins. Visitors appreciate its historical significance, with nods to the revolutionary spirit of metrology and its presentation to Parisians using decimeter and centimeter divisions.","The main area of dissatisfaction was the meter being covered up and inaccessible due to construction during some visits, disappointing international visitors.",48.8677695,2.3285237,650742.4260991149,6863291.725714604,185
Le Marais,"Le Marais is a charming and historic area in Paris, known for its narrow streets, old architecture, vibrant atmosphere, and trendy vibe. Visitors highly regard its plethora of cafés, bistros, boutique shops, art galleries, and museums, as well as its vibrant nightlife. It offers an array of activities such as shopping, dining, people-watching, and exploring cultural sites like the Jewish Quarter. It's described as a must-visit area, ideal for walking and soaking in the authentic Parisian charm.","A few visitors reported feeling unsafe in certain parts of Le Marais, particularly due to being followed or encountering tourist traps. Concerns were raised about internet and mobile connectivity issues around certain establishments, and skepticism about the authenticity of some online reviews. Despite these issues, the area's charm remains alluring for most visitors.",48.8612327,2.3581892,652912.6450664335,6862546.788121352,186
Statue de Diderot,"The statue of Denis Diderot, a key figure of the French Enlightenment, is located in the charming Place Jacques Copeau, facing Boulevard Saint-Germain. Created by Jean Gautherin, it offers intricately thought-out details and is set in a vibrant neighborhood, ideal for leisurely strolls. Diderot's historical significance as an encyclopedia director adds intellectual allure to the site, making it a prime spot for history buffs enjoying the Latin Quarter ambiance.","Common issues include the statue being soiled by pigeons, requiring more maintenance and cleaning. Additionally, it is partly hidden behind a bus stop, affecting visibility and appreciation.",48.8534717,2.3343969,651159.8556841499,6861698.284628503,187
Galerie Colbert,"Galerie Colbert, a stunning glass-covered arcade in Paris, is renowned for its breathtaking dome, beautiful mosaic tiles, and elegant 18th-century architecture. It's a peaceful spot housing prestigious institutions like the INHA and Institut National du Patrimoine. Visitors can enjoy its serene atmosphere and the historic Le Grand Colbert Brasserie. While it lacks shops, its proximity to Galerie Vivienne and other prominent arcades makes it a cultural gem worth exploring.","Some visitors noted the presence of security guards, which could feel unwelcoming. Additionally, the lack of shops may disappoint those seeking a livelier shopping experience.",48.8668323,2.3393945,651538.9861817638,6863180.789966703,188
Fontaine des Haudriettes,"The Fontaine des Haudriettes, located at the intersection of rue des Haudriettes and rue des Archives, is a historical gem in the 3rd arrondissement of Paris. Built in 1764 by Pierre-Louis Moreau Desproux, its architectural elegance is enhanced by a lion mask and marble bas-relief by Pierre-Philippe Mignot. The fountain’s historical significance is tied to the Haudriettes congregation and the vibrant area, offering a glimpse into Parisian history and charm.","Visitors have noted the lack of maintenance and operation of the fountain, describing it as a 'pointless' and 'non-functional' attraction. Some reviews suggest that the fountain often seems unnoticed or undervalued amid its surroundings.",48.8612327,2.357993,652898.2508937346,6862546.905138352,189
Caserne Napoléon,"Caserne Napoléon, located in the 4th arrondissement of Paris, is a beautiful and historic monument. It boasts a small urban vineyard and garden on its rooftop, offering occasional guided tours. The site is a part of Paris' transformation during the Second Empire and served various military purposes before housing city departments. It is surrounded by notable buildings such as the Paris City Hall. The atmosphere combines historical significance with urban charm, making it a unique attraction in the city.",,48.8562632,2.3542533,652619.3696983724,6861996.576184781,190
Maison de Marie Curie,"Located in a beautiful area, the Maison de Marie Curie features a simple, humble plaque marking where the esteemed scientist lived from 1912 to 1934, offering a touching experience akin to a pilgrimage. Enthusiasts appreciate the nearby views of iconic landmarks like Notre Dame and the opportunity to imagine Marie Curie's historical presence in the neighborhood. The site also connects to René Cassin and provides a fascinating point for photo opportunities.","The main dissatisfaction stems from the inability to enter the house, leaving some visitors disappointed as they can only view the exterior and a small informational plaque.",48.8510795,2.3563657,652769.6619612845,6861418.929809209,191
Place Mireille,"Place Mireille is an impressive historical location in Paris, often noted for its imposing presence and proximity to Molière's statue. It's located near famous Asian restaurants, adding to its cultural charm. The area is rich with Parisian history, dating back to the 17th century, with remnants of Louis XIII's alterations to the city landscape. The surrounding area offers a quaint atmosphere where visitors can enjoy coffee under red parasols, gaining insight into the city's storied past.","Some visitors feel Place Mireille may not be worth a special trip unless you have a keen interest in history, as it is small and might not stand out without such context.",48.8657404,2.3369014,651355.0808652386,6863060.912309299,192
Le Village Saint-Paul,"Le Village Saint-Paul is a charming and tranquil area in the heart of Paris' Marais district. It's notable for its quiet streets, antique shops, art galleries, and craft boutiques. Visitors can enjoy a peaceful stroll, exploring unique shops and savoring the quaint village atmosphere. The area offers lovely cafes, sights of historical significance, and a relaxed environment for those looking to escape the bustling city.","Many shops are often closed, and ongoing construction detracts from the experience. Some visitors find it lacking in vibrancy and activity, with limited open businesses. It's described as not meeting the hype, with unremarkable antique offerings.",48.853709,2.361531,653151.0511470711,6861708.2292750925,193
Place de l'Abbaye Basset,"This charming, tranquil spot in Paris is celebrated for its connection to the film 'Midnight in Paris'. Visitors enjoy its hidden location, peaceful atmosphere away from crowds, and proximity to iconic sites like the Pantheon and Sorbonne. It offers a delightful setting for photography, and its night-time charm is enhanced by its cinematic history, making it a must-see for fans of the movie.",,48.7780382,2.4703514,661079.398409996,6853235.446833573,194
Place Colette,"Place Colette is a vibrant and lively Parisian square, nestled between iconic landmarks like the Louvre and the Opera House. The square is famed for its unique metro entrance adorned with multicolored spheres and Murano glass, creating a picturesque meeting point. Visitors enjoy its animated atmosphere with street performances, tango, and lindy hop dancers, especially on weekends. It is steeped in history, situated near the Comédie Française, and offers quintessential Parisian experiences at nearby cafés and terraces, making it an ideal stop for culture and relaxation.","Some visitors mention that the metro entrance is not visually appealing. Additionally, the square can be quite crowded, especially during popular events, which might detract from a more serene experience.",48.8631896,2.3363494,651312.2032459758,6862777.624276328,195
Maison de Verre,"Maison de Verre is a stunning icon of modern architecture located in Paris. Designed by Pierre Chareau in 1930, it showcases innovative use of a steel frame allowing an open layout with glass walls. The house, hidden within the 7th arrondissement, was a hub for Parisian bohemians in the 1930s. Visitors who manage to secure a tour find it meticulously detailed and fascinating, especially for those in architecture and design. The guided tour is highly informative, providing insights into its historical and architectural significance.","Access is highly restricted, with tours only available to architecture students, requiring bookings months in advance. Its location within an inner block makes it invisible from the street, leaving many unable to even view the exterior. Visitors express frustration over the exclusivity and confusing access conditions, and some note unhelpful interactions with outside personnel.",48.8537702,2.3284228,650721.7852968734,6861735.186754365,196
Equestrian Statue of Henri IV,"The Equestrian Statue of Henri IV, located on the Pont Neuf at the tip of Ile de la Cité, is an impressive bronze monument. It offers beautiful views over the Seine River and surrounding landmarks, with a romantic atmosphere perfect for photography, especially during sunset. The statue, a recreation after being destroyed in the French Revolution, serves as a historic icon in Paris. Its proximity to other attractions like Square du Vert-Galant and Saint Chapelle makes it a popular visiting spot.","Some visitors noted the presence of love locks, which are seen as a nuisance. Additionally, constant cruise boats can obstruct the otherwise serene view.",48.8571638,2.3409791,651646.2546889936,6862104.761850387,197
Fontaine de Joyeuse,"The Fontaine de Joyeuse is a charming and historic attraction hidden in plain sight in Paris. Tucked into an alcove, this small, simple fountain is part of a rich architectural heritage, dating back to 1687. It features a beautiful niche adorned with a cast-iron statue of a child holding a vase, intricate bas-reliefs of aquatic scenes, and a bronze mascaron. Visitors appreciate discovering this little-known gem in the Marais district, adding to the joy of exploring Paris.",,48.8573009,2.3643418,653360.5099887359,6862105.953313974,198
Michel de Montaigne - Paul Landowski,"The Michel de Montaigne statue, a 1933 creation by sculptor Paul Landowski, is an admired bronze depiction of the Renaissance philosopher. Located in Square Paul-Painlevé near Sorbonne University, it's a cultural icon where students rub the shiny foot for good luck. Visitors praise the statue's historical significance, beautiful garden setting, and its role as a symbol of intellectual legacy.",,48.8499054,2.3440519,651865.0027330696,6861295.816753497,199
Colonne de Juillet,"The Colonne de Juillet is an impressive bronze and gold monument commemorating the 1830 July Revolution. It stands in the vibrant Place de la Bastille, a lively area with plentiful seating, dining options, and a rich historical backdrop. Visitors can enjoy people-watching, lively markets, and the vibrant nightlife. The area also offers connections to other parts of Paris, making it a great starting point for exploration.","Visitors find it difficult to view the column up close due to the busy roundabout and ongoing construction. Information on the site's historical significance is limited, and access to the internal spiral staircase is restricted.",48.8531912,2.3691477,653709.4698978413,6861646.162414472,200
Monument à Pierre Marie René Ernest Waldeck-Rousseau,"The monument is a beautiful and significant tribute to a prominent French statesman, located in the serene Jardin des Tuileries with historical buildings nearby. It features impressive craftsmanship by Laurent Honoré Marqueste, with intricate details in marble, stone, and bronze. Visitors appreciate the peaceful atmosphere and opportunities for reflection on French history and politics. It also serves as a reminder of Waldeck-Rousseau's contributions to social justice and modern France.","Some visitors noted issues with cleanliness and rude behavior, although these complaints were limited. The park might seem less attractive in February.",48.865434,2.3250411,650484.7389323245,6863034.215018701,201
